restaurant_id,restaurant_name,cuisine,district,price_level,partner_since,avg_prep_min,open_sunday
5044,โซล0044,เกาหลี,ห้วยขวาง,3,2023-11-06,8.8,True
5045,ชาไทย0045,ชานม และขนม,บางรัก,1,2023-11-19,14.5,False
5046,ร้านพี่0046,กะเพรา,บางนา,3,2023-12-14,6.2,True
5047,ร้านพี่0047,กะเพรา,บางกะปิ,2,2023-10-11,10.0,True
5048,ร้านพี่0048,กะเพรา,พญาไท,3,2023-10-09,6.2,True
5049,เจดี0049,อาหารเจ,บางรัก,3,2022-08-27,7.5,False
5050,ซากุระ0050,ญี่ปุ่น,ห้วยขวาง,2,2022-10-07,8.0,True
5051,ชาไทย0051,ชานม และขนม,บางนา,2,2024-04-01,6.8,True
5052,ชาไทย0052,ชานม และขนม,ดินแดง,1,2024-01-26,7.6,True
5053,ชาบู0053,สุกี้ และชาบู,วัฒนา,1,2023-12-23,16.6,True
5054,ครัว0054,ตามสั่ง,สาทร,1,2023-04-27,8.3,False
5055,ชาไทย0055,ชานม และขนม,บางนา,1,2023-07-10,10.4,True
5056,ครัว0056,ตามสั่ง,จตุจักร,1,2022-04-04,12.5,True
5057,ซากุระ0057,ญี่ปุ่น,ลาดพร้าว,1,2023-10-18,5.2,True
5058,เจ๊0058,ก๋วยเตี๋ยว,จตุจักร,2,2023-01-28,9.5,True
5059,โซล0059,เกาหลี,สาทร,3,2022-06-09,6.6,True
5060,ชาบู0060,สุกี้ และชาบู,ลาดพร้าว,1,2023-03-12,12.9,True
5061,ครัว0061,ตามสั่ง,คลองเตย,2,2022-06-10,11.2,True
5062,ครัว0062,ตามสั่ง,สวนหลวง,1,2023-07-30,8.2,True
5063,เจ๊0063,ก๋วยเตี๋ยว,บางนา,1,2024-04-27,8.1,True
5064,ครัว0064,ตามสั่ง,พญาไท,3,2023-10-05,13.3,True
5065,โซล0065,เกาหลี,บางกะปิ,1,2023-08-21,12.7,True
5066,ย่างเนย0066,ปิ้งย่าง,สาทร,2,2022-02-20,7.2,True
5067,ครัว0067,ตามสั่ง,สาทร,1,2023-12-03,13.0,False
5068,ครัว0068,ตามสั่ง,ดินแดง,3,2023-01-11,10.6,True
5069,คาเฟ่0069,กาแฟ,บางนา,1,2024-01-06,11.2,True
5070,โซล0070,เกาหลี,วัฒนา,1,2023-12-07,15.2,True
5071,เบอร์เกอร์0071,ฟาสต์ฟู้ด,สาทร,1,2022-05-11,6.0,True
5072,ครัว0072,ตามสั่ง,ห้วยขวาง,1,2022-07-18,12.2,True
5073,ส้มตำ0073,อีสาน,วัฒนา,1,2023-06-22,9.5,True
5074,คาเฟ่0074,กาแฟ,จตุจักร,1,2023-10-13,8.4,True
5075,เบอร์เกอร์0075,ฟาสต์ฟู้ด,คลองเตย,1,2022-09-14,6.2,False
5076,ชาไทย0076,ชานม และขนม,บางรัก,2,2022-03-29,9.2,True
5077,ร้านพี่0077,กะเพรา,ห้วยขวาง,1,2023-03-22,12.8,True
5078,ซากุระ0078,ญี่ปุ่น,พญาไท,2,2024-04-25,9.5,False
5079,เจ๊0079,ก๋วยเตี๋ยว,บางนา,2,2024-02-03,15.2,True
5080,ซากุระ0080,ญี่ปุ่น,วัฒนา,3,2024-03-15,12.6,True
5081,ครัว0081,ตามสั่ง,ลาดพร้าว,1,2024-01-26,12.6,True
5082,ส้มตำ0082,อีสาน,บางกะปิ,1,2023-01-31,7.0,True
5083,เจ๊0083,ก๋วยเตี๋ยว,ลาดพร้าว,1,2024-05-11,8.7,True
5084,ร้านพี่0084,กะเพรา,วัฒนา,1,2023-07-03,10.6,True
5085,ชาบู0085,สุกี้ และชาบู,ลาดพร้าว,1,2022-02-20,14.4,True
5086,ชาบู0086,สุกี้ และชาบู,บางกะปิ,1,2022-12-02,11.2,True
5087,ส้มตำ0087,อีสาน,สาทร,1,2024-02-21,10.8,True
5088,เบอร์เกอร์0088,ฟาสต์ฟู้ด,คลองเตย,3,2022-10-05,4.3,False
5089,ส้มตำ0089,อีสาน,พญาไท,1,2023-01-07,12.6,True
5090,เจดี0090,อาหารเจ,ห้วยขวาง,1,2023-06-29,8.6,False
5091,เจดี0091,อาหารเจ,บางกะปิ,1,2023-04-15,8.2,False
5092,ชาไทย0092,ชานม และขนม,วัฒนา,3,2024-05-11,6.6,True
5093,เจดี0093,อาหารเจ,บางนา,1,2023-07-13,10.6,True
5094,คาเฟ่0094,กาแฟ,ห้วยขวาง,2,2023-08-25,5.7,True
5095,ซากุระ0095,ญี่ปุ่น,ห้วยขวาง,3,2023-11-03,12.8,True
5096,ซากุระ0096,ญี่ปุ่น,บางรัก,3,2024-04-15,8.1,True
5097,ชาไทย0097,ชานม และขนม,จตุจักร,3,2022-02-27,13.9,True
5098,เบอร์เกอร์0098,ฟาสต์ฟู้ด,พญาไท,1,2022-08-29,11.1,False
5099,ครัว0099,ตามสั่ง,สาทร,2,2024-05-01,8.2,False
5100,โซล0100,เกาหลี,วัฒนา,1,2022-11-27,5.7,False
5101,ชาไทย0101,ชานม และขนม,บางนา,1,2024-02-17,9.7,True
5102,ร้านพี่0102,กะเพรา,บางรัก,1,2022-07-30,9.4,False
5103,โซล0103,เกาหลี,บางกะปิ,2,2022-12-14,8.1,True
5104,ซากุระ0104,ญี่ปุ่น,ห้วยขวาง,3,2023-05-29,8.9,True
5105,ครัว0105,ตามสั่ง,สวนหลวง,1,2022-08-05,11.4,True
5106,ร้านพี่0106,กะเพรา,บางนา,2,2023-09-09,8.6,True
5107,ส้มตำ0107,อีสาน,ห้วยขวาง,3,2024-03-20,7.5,True
5108,ย่างเนย0108,ปิ้งย่าง,บางนา,1,2023-01-25,12.0,True
5109,ซากุระ0109,ญี่ปุ่น,สาทร,3,2024-02-29,12.4,False
5110,เจดี0110,อาหารเจ,ห้วยขวาง,2,2022-10-11,13.8,True
5111,ร้านพี่0111,กะเพรา,วัฒนา,1,2023-10-08,8.3,True
5112,ร้านพี่0112,กะเพรา,พญาไท,1,2023-11-17,18.1,False
5113,ครัว0113,ตามสั่ง,บางนา,3,2023-02-08,12.4,True
5114,เจดี0114,อาหารเจ,วัฒนา,2,2022-08-25,9.3,True
5115,ร้านพี่0115,กะเพรา,ดินแดง,2,2022-11-14,15.3,True
5116,ซากุระ0116,ญี่ปุ่น,ดินแดง,1,2022-05-23,8.5,True
5117,ครัว0117,ตามสั่ง,ห้วยขวาง,1,2022-06-26,10.3,True
5118,ครัว0118,ตามสั่ง,ห้วยขวาง,1,2022-06-29,7.7,True
5119,คาเฟ่0119,กาแฟ,จตุจักร,2,2024-01-23,15.9,False
5120,โซล0120,เกาหลี,ดินแดง,1,2023-06-01,15.6,True
5121,คาเฟ่0121,กาแฟ,ห้วยขวาง,2,2024-02-06,14.4,True
5122,ซากุระ0122,ญี่ปุ่น,วัฒนา,3,2022-12-17,6.6,True
5123,ส้มตำ0123,อีสาน,ห้วยขวาง,1,2022-04-24,15.1,True
5124,ย่างเนย0124,ปิ้งย่าง,ลาดพร้าว,2,2024-02-28,10.8,True
5125,ร้านพี่0125,กะเพรา,ลาดพร้าว,2,2024-03-06,12.5,True
5126,ครัว0126,ตามสั่ง,วัฒนา,3,2023-01-01,9.1,True
5127,โซล0127,เกาหลี,บางนา,2,2023-01-25,9.1,False
5128,โซล0128,เกาหลี,ห้วยขวาง,2,2022-06-12,13.3,True
5129,ครัว0129,ตามสั่ง,บางรัก,1,2023-10-06,5.9,False
5130,ย่างเนย0130,ปิ้งย่าง,สวนหลวง,2,2022-08-17,4.5,True
5131,ซากุระ0131,ญี่ปุ่น,จตุจักร,2,2023-04-03,12.3,True
5132,ชาบู0132,สุกี้ และชาบู,สวนหลวง,1,2023-09-28,13.1,True
5133,เจ๊0133,ก๋วยเตี๋ยว,จตุจักร,1,2022-08-18,7.4,True
5134,ร้านพี่0134,กะเพรา,บางนา,1,2022-09-01,13.4,True
5135,ส้มตำ0135,อีสาน,ดินแดง,2,2024-04-15,15.0,True
5136,เบอร์เกอร์0136,ฟาสต์ฟู้ด,บางกะปิ,2,2024-03-23,10.3,True
5137,ชาบู0137,สุกี้ และชาบู,ลาดพร้าว,2,2022-02-21,12.3,True
5138,เบอร์เกอร์0138,ฟาสต์ฟู้ด,บางกะปิ,2,2023-09-08,11.8,True
5139,ชาไทย0139,ชานม และขนม,คลองเตย,2,2023-06-13,18.2,True
5140,ครัว0140,ตามสั่ง,ลาดพร้าว,3,2023-09-17,9.3,True
5141,ร้านพี่0141,กะเพรา,บางนา,2,2022-03-16,7.3,True
5142,ชาไทย0142,ชานม และขนม,บางกะปิ,1,2022-05-20,10.8,True
5143,คาเฟ่0143,กาแฟ,บางกะปิ,2,2024-01-19,8.3,True
5144,ชาไทย0144,ชานม และขนม,ลาดพร้าว,1,2024-05-23,7.8,True
5145,ส้มตำ0145,อีสาน,คลองเตย,3,2022-08-05,7.7,False
5146,ส้มตำ0146,อีสาน,วัฒนา,1,2023-05-30,8.3,True
5147,ร้านพี่0147,กะเพรา,บางนา,2,2022-10-11,6.5,True
5148,เบอร์เกอร์0148,ฟาสต์ฟู้ด,ห้วยขวาง,2,2022-08-28,11.3,True
5149,ครัว0149,ตามสั่ง,บางนา,2,2024-06-15,10.3,True
5150,ซากุระ0150,ญี่ปุ่น,สาทร,1,2023-06-27,7.5,False
5151,ชาไทย0151,ชานม และขนม,บางนา,1,2022-02-21,11.6,True
5152,ชาบู0152,สุกี้ และชาบู,คลองเตย,3,2022-11-18,9.7,True
5153,ชาไทย0153,ชานม และขนม,คลองเตย,2,2022-03-19,7.6,True
5154,ร้านพี่0154,กะเพรา,สาทร,1,2024-05-06,17.0,True
5155,ย่างเนย0155,ปิ้งย่าง,วัฒนา,1,2022-10-11,6.7,True
5156,ครัว0156,ตามสั่ง,ลาดพร้าว,1,2023-07-26,10.3,True
5157,ครัว0157,ตามสั่ง,บางนา,2,2024-03-04,5.5,True
5158,ชาไทย0158,ชานม และขนม,คลองเตย,1,2023-10-10,9.4,False
5159,ชาไทย0159,ชานม และขนม,ห้วยขวาง,1,2022-12-26,5.9,True
5160,ครัว0160,ตามสั่ง,จตุจักร,1,2023-09-04,8.6,True
5161,ซากุระ0161,ญี่ปุ่น,คลองเตย,1,2023-11-11,7.0,False
5162,ซากุระ0162,ญี่ปุ่น,บางนา,1,2024-03-30,13.2,True
5163,เบอร์เกอร์0163,ฟาสต์ฟู้ด,บางนา,2,2022-12-30,12.0,True
5164,ครัว0164,ตามสั่ง,ลาดพร้าว,1,2022-02-15,12.2,True
5165,ซากุระ0165,ญี่ปุ่น,ห้วยขวาง,2,2023-09-17,8.2,True
5166,ซากุระ0166,ญี่ปุ่น,พญาไท,3,2022-12-03,8.7,True
5167,ส้มตำ0167,อีสาน,บางกะปิ,1,2022-05-26,9.2,True
5168,ชาบู0168,สุกี้ และชาบู,ห้วยขวาง,1,2024-02-19,8.6,True
5169,ร้านพี่0169,กะเพรา,ห้วยขวาง,3,2022-10-13,8.4,True
5170,ร้านพี่0170,กะเพรา,วัฒนา,1,2023-06-28,5.2,True
5171,ร้านพี่0171,กะเพรา,บางนา,2,2024-02-12,9.0,True
5172,ชาไทย0172,ชานม และขนม,ห้วยขวาง,1,2022-10-28,8.0,True
5173,ร้านพี่0173,กะเพรา,บางรัก,3,2023-12-15,7.2,True
5174,ย่างเนย0174,ปิ้งย่าง,พญาไท,2,2023-12-04,9.0,False
5175,ชาไทย0175,ชานม และขนม,ลาดพร้าว,2,2023-09-03,10.5,True
5176,ครัว0176,ตามสั่ง,คลองเตย,1,2024-02-05,9.0,True
5177,ครัว0177,ตามสั่ง,บางกะปิ,2,2023-08-28,5.8,True
5178,ชาไทย0178,ชานม และขนม,คลองเตย,1,2023-07-23,11.5,False
5179,ชาไทย0179,ชานม และขนม,วัฒนา,2,2023-12-31,14.8,True
5180,เบอร์เกอร์0180,ฟาสต์ฟู้ด,ลาดพร้าว,3,2022-12-09,9.6,True
5181,ชาไทย0181,ชานม และขนม,ลาดพร้าว,1,2022-03-31,8.3,True
5182,ส้มตำ0182,อีสาน,ห้วยขวาง,1,2022-11-30,11.2,True
5183,โซล0183,เกาหลี,คลองเตย,2,2023-04-28,5.1,False
5184,ซากุระ0184,ญี่ปุ่น,บางนา,3,2023-08-02,11.5,True
5185,ร้านพี่0185,กะเพรา,วัฒนา,1,2022-08-15,5.8,True
5186,ชาไทย0186,ชานม และขนม,บางนา,2,2022-08-19,12.8,True
5187,ชาไทย0187,ชานม และขนม,ห้วยขวาง,1,2023-03-25,4.6,True
5188,ครัว0188,ตามสั่ง,สาทร,2,2023-02-20,10.4,False
5189,ซากุระ0189,ญี่ปุ่น,สวนหลวง,1,2023-07-13,9.0,True
5190,ร้านพี่0190,กะเพรา,บางนา,1,2022-02-16,13.2,True
5191,ชาบู0191,สุกี้ และชาบู,สวนหลวง,2,2024-02-21,9.4,True
5192,ครัว0192,ตามสั่ง,พญาไท,1,2022-06-23,6.8,False
5193,เจดี0193,อาหารเจ,สาทร,2,2022-06-27,8.0,True
5194,ส้มตำ0194,อีสาน,สาทร,2,2022-06-10,5.9,False
5195,เบอร์เกอร์0195,ฟาสต์ฟู้ด,ห้วยขวาง,2,2023-09-16,9.6,True
5196,ส้มตำ0196,อีสาน,ลาดพร้าว,2,2023-07-28,7.7,True
5197,โซล0197,เกาหลี,ลาดพร้าว,2,2024-05-26,10.7,True
5198,เจดี0198,อาหารเจ,คลองเตย,1,2023-09-14,14.2,False
5199,ครัว0199,ตามสั่ง,บางรัก,2,2024-01-21,12.8,True
5200,ครัว0200,ตามสั่ง,ห้วยขวาง,2,2022-09-18,9.2,True
5201,ครัว0201,ตามสั่ง,บางกะปิ,2,2022-12-21,9.0,True
5202,ร้านพี่0202,กะเพรา,จตุจักร,1,2023-04-11,13.2,False
5203,ส้มตำ0203,อีสาน,จตุจักร,2,2023-01-04,15.4,True
5204,ครัว0204,ตามสั่ง,บางกะปิ,1,2022-08-25,9.2,True
5205,เจดี0205,อาหารเจ,บางนา,1,2023-12-22,9.0,True
5206,ครัว0206,ตามสั่ง,วัฒนา,3,2024-04-10,18.8,True
5207,ชาไทย0207,ชานม และขนม,สวนหลวง,3,2023-09-11,15.1,True
5208,ซากุระ0208,ญี่ปุ่น,ห้วยขวาง,1,2024-05-10,12.0,False
5209,ซากุระ0209,ญี่ปุ่น,วัฒนา,1,2023-07-19,9.1,True
5210,เจดี0210,อาหารเจ,คลองเตย,1,2023-08-08,8.6,False
5211,ส้มตำ0211,อีสาน,ห้วยขวาง,2,2024-01-10,12.4,True
5212,เบอร์เกอร์0212,ฟาสต์ฟู้ด,สวนหลวง,3,2022-07-07,10.3,True
5213,ย่างเนย0213,ปิ้งย่าง,จตุจักร,2,2022-02-26,9.5,True
5214,ซากุระ0214,ญี่ปุ่น,คลองเตย,3,2024-03-05,17.9,False
5215,ซากุระ0215,ญี่ปุ่น,คลองเตย,1,2022-06-02,8.5,False
5216,เบอร์เกอร์0216,ฟาสต์ฟู้ด,บางนา,2,2023-06-16,10.8,True
5217,ร้านพี่0217,กะเพรา,พญาไท,3,2022-08-11,8.9,False
5218,ครัว0218,ตามสั่ง,วัฒนา,1,2024-06-10,8.0,True
5219,ชาไทย0219,ชานม และขนม,สวนหลวง,1,2022-08-28,11.4,True
5220,เจดี0220,อาหารเจ,จตุจักร,1,2024-03-27,9.4,True
5221,ร้านพี่0221,กะเพรา,จตุจักร,2,2022-10-22,12.0,False
5222,ครัว0222,ตามสั่ง,ลาดพร้าว,2,2022-07-11,19.1,True
5223,ส้มตำ0223,อีสาน,วัฒนา,1,2023-05-25,7.1,True
5224,ส้มตำ0224,อีสาน,บางกะปิ,1,2023-11-01,6.9,True
5225,ครัว0225,ตามสั่ง,ห้วยขวาง,3,2023-02-19,6.9,True
5226,เจ๊0226,ก๋วยเตี๋ยว,บางนา,1,2022-09-25,12.2,True
5227,ร้านพี่0227,กะเพรา,ดินแดง,1,2023-09-23,10.1,True
5228,ซากุระ0228,ญี่ปุ่น,วัฒนา,2,2023-09-18,13.2,True
5229,ชาไทย0229,ชานม และขนม,สวนหลวง,2,2022-08-17,11.0,True
5230,ชาไทย0230,ชานม และขนม,บางรัก,1,2024-06-14,5.6,False
5231,ซากุระ0231,ญี่ปุ่น,ลาดพร้าว,1,2022-11-24,9.3,True
5232,ชาไทย0232,ชานม และขนม,จตุจักร,2,2023-06-25,5.1,True
5233,ร้านพี่0233,กะเพรา,พญาไท,2,2022-10-05,9.0,False
5234,ซากุระ0234,ญี่ปุ่น,ลาดพร้าว,1,2023-03-15,8.9,True
5235,ครัว0235,ตามสั่ง,บางรัก,2,2023-05-19,12.3,False
5236,ซากุระ0236,ญี่ปุ่น,ห้วยขวาง,2,2023-09-30,6.9,True
5237,ครัว0237,ตามสั่ง,บางรัก,1,2022-05-16,13.0,False
5238,ซากุระ0238,ญี่ปุ่น,บางกะปิ,3,2023-10-07,7.5,True
5239,เจ๊0239,ก๋วยเตี๋ยว,บางนา,2,2023-02-26,10.0,True
5240,โซล0240,เกาหลี,ดินแดง,1,2022-06-23,11.0,True
5241,ซากุระ0241,ญี่ปุ่น,พญาไท,1,2023-05-07,7.6,False
5242,คาเฟ่0242,กาแฟ,บางนา,2,2023-10-04,10.9,True
5243,ครัว0243,ตามสั่ง,สาทร,1,2024-06-06,8.3,False
5244,เจ๊0244,ก๋วยเตี๋ยว,บางรัก,2,2023-02-18,7.5,False
5245,เบอร์เกอร์0245,ฟาสต์ฟู้ด,บางนา,2,2023-11-27,18.7,True
5246,ครัว0246,ตามสั่ง,ลาดพร้าว,1,2023-10-15,14.3,True
5247,โซล0247,เกาหลี,สาทร,1,2024-05-16,16.7,True
5248,ครัว0248,ตามสั่ง,ดินแดง,3,2024-02-11,6.9,True
5249,ครัว0249,ตามสั่ง,ห้วยขวาง,2,2023-01-03,5.5,True
5250,เจ๊0250,ก๋วยเตี๋ยว,สวนหลวง,1,2022-05-18,10.4,True
5251,ครัว0251,ตามสั่ง,บางนา,2,2024-01-29,7.2,True
5252,ร้านพี่0252,กะเพรา,ดินแดง,1,2022-03-13,10.6,False
5253,ครัว0253,ตามสั่ง,พญาไท,1,2024-04-14,15.9,False
5254,ส้มตำ0254,อีสาน,บางรัก,2,2024-01-13,6.9,False
5255,ชาบู0255,สุกี้ และชาบู,ดินแดง,2,2022-12-01,12.1,True
5256,ซากุระ0256,ญี่ปุ่น,วัฒนา,2,2024-04-23,11.9,True
5257,ครัว0257,ตามสั่ง,บางนา,1,2022-07-13,13.7,True
5258,ซากุระ0258,ญี่ปุ่น,ห้วยขวาง,1,2022-07-06,8.9,True
5259,ซากุระ0259,ญี่ปุ่น,จตุจักร,2,2024-04-14,8.8,True
5260,ซากุระ0260,ญี่ปุ่น,ลาดพร้าว,2,2022-09-12,11.1,True
5261,ร้านพี่0261,กะเพรา,บางกะปิ,1,2023-10-19,9.9,True
5262,ซากุระ0262,ญี่ปุ่น,คลองเตย,1,2024-02-20,6.8,False
5263,ครัว0263,ตามสั่ง,ลาดพร้าว,2,2022-07-06,8.9,True
5264,ซากุระ0264,ญี่ปุ่น,ห้วยขวาง,2,2022-03-24,17.5,True
5265,ย่างเนย0265,ปิ้งย่าง,บางกะปิ,2,2024-04-03,5.7,True
5266,ครัว0266,ตามสั่ง,จตุจักร,1,2022-10-17,4.9,True
5267,ครัว0267,ตามสั่ง,สาทร,2,2022-10-27,5.3,False
5268,เบอร์เกอร์0268,ฟาสต์ฟู้ด,จตุจักร,1,2022-07-03,17.6,True
5269,ซากุระ0269,ญี่ปุ่น,พญาไท,2,2023-01-10,8.0,False
5270,เบอร์เกอร์0270,ฟาสต์ฟู้ด,สาทร,2,2023-07-12,15.5,True
5271,ซากุระ0271,ญี่ปุ่น,สวนหลวง,2,2023-05-03,6.0,True
5272,ร้านพี่0272,กะเพรา,บางนา,3,2023-10-05,10.7,True
5273,โซล0273,เกาหลี,ดินแดง,1,2023-10-13,15.6,True
5274,ครัว0274,ตามสั่ง,คลองเตย,2,2023-07-27,14.0,False
5275,ครัว0275,ตามสั่ง,บางนา,2,2023-12-14,5.1,True
5276,ซากุระ0276,ญี่ปุ่น,ดินแดง,1,2023-01-02,9.9,True
5277,คาเฟ่0277,กาแฟ,วัฒนา,2,2024-05-17,6.9,True
5278,ซากุระ0278,ญี่ปุ่น,ลาดพร้าว,1,2023-04-01,10.6,True
5279,ครัว0279,ตามสั่ง,บางนา,3,2023-01-30,8.3,True
5280,ส้มตำ0280,อีสาน,ห้วยขวาง,1,2022-04-03,6.7,True
5281,ครัว0281,ตามสั่ง,บางรัก,3,2022-04-29,10.0,True
5282,เบอร์เกอร์0282,ฟาสต์ฟู้ด,ดินแดง,1,2023-12-06,8.0,True
5283,ร้านพี่0283,กะเพรา,บางนา,1,2024-04-06,6.5,True
5284,ชาไทย0284,ชานม และขนม,วัฒนา,1,2023-04-07,6.6,False
5285,ครัว0285,ตามสั่ง,วัฒนา,1,2023-09-12,8.4,True
5286,ครัว0286,ตามสั่ง,บางรัก,2,2023-07-17,6.5,False
5287,ครัว0287,ตามสั่ง,บางกะปิ,1,2022-09-30,9.3,True
5288,ร้านพี่0288,กะเพรา,บางนา,2,2023-03-16,8.7,True
5289,ซากุระ0289,ญี่ปุ่น,คลองเตย,3,2023-10-28,12.5,False
5290,เจ๊0290,ก๋วยเตี๋ยว,จตุจักร,2,2023-01-15,8.5,True
5291,ร้านพี่0291,กะเพรา,จตุจักร,2,2022-09-29,5.3,True
5292,ย่างเนย0292,ปิ้งย่าง,คลองเตย,2,2024-03-11,6.5,False
5293,ซากุระ0293,ญี่ปุ่น,จตุจักร,2,2023-12-23,8.3,True
5294,ครัว0294,ตามสั่ง,สวนหลวง,1,2024-03-31,13.3,False
5295,เจดี0295,อาหารเจ,บางกะปิ,2,2023-04-17,5.8,True
5296,ครัว0296,ตามสั่ง,สวนหลวง,1,2023-03-07,8.3,True
5297,ร้านพี่0297,กะเพรา,ลาดพร้าว,2,2022-09-22,6.6,True
5298,ครัว0298,ตามสั่ง,บางกะปิ,1,2023-07-23,9.9,True
5299,ครัว0299,ตามสั่ง,บางกะปิ,1,2022-08-10,11.5,True
5300,ครัว0300,ตามสั่ง,ดินแดง,2,2023-10-27,6.0,True
5301,ชาบู0301,สุกี้ และชาบู,บางนา,1,2024-01-14,6.7,True
5302,ครัว0302,ตามสั่ง,จตุจักร,1,2022-10-22,9.7,True
5303,ครัว0303,ตามสั่ง,ดินแดง,2,2024-05-27,9.4,True
5304,โซล0304,เกาหลี,วัฒนา,2,2022-12-29,15.9,True
5305,ครัว0305,ตามสั่ง,บางนา,1,2024-06-05,8.0,True
5306,ซากุระ0306,ญี่ปุ่น,บางกะปิ,2,2022-09-05,13.2,True
5307,ชาไทย0307,ชานม และขนม,พญาไท,2,2023-10-25,11.3,True
5308,คาเฟ่0308,กาแฟ,บางนา,2,2022-10-30,12.7,True
5309,ชาไทย0309,ชานม และขนม,คลองเตย,1,2023-08-09,7.9,False
5310,คาเฟ่0310,กาแฟ,สาทร,3,2022-05-06,6.7,False
5311,เจดี0311,อาหารเจ,คลองเตย,2,2023-02-03,15.1,False
5312,ร้านพี่0312,กะเพรา,สวนหลวง,3,2022-10-18,7.2,True
5313,ชาบู0313,สุกี้ และชาบู,ดินแดง,2,2024-06-17,7.4,True
5314,ครัว0314,ตามสั่ง,ห้วยขวาง,3,2023-12-06,10.8,True
5315,คาเฟ่0315,กาแฟ,ดินแดง,1,2023-02-12,9.4,True
5316,เจ๊0316,ก๋วยเตี๋ยว,คลองเตย,1,2023-11-16,8.4,True
5317,ซากุระ0317,ญี่ปุ่น,จตุจักร,1,2022-08-21,9.8,True
5318,ซากุระ0318,ญี่ปุ่น,วัฒนา,2,2023-02-08,8.1,True
5319,ร้านพี่0319,กะเพรา,บางนา,2,2023-01-21,15.9,True
5320,ครัว0320,ตามสั่ง,พญาไท,2,2023-01-20,12.4,False
