customer_id,signup_date,birth_year,gender,district,app_platform,notification_opt_in,churned
100192,2025-06-15,1994,ชาย,บางรัก,Android,False,0
100196,2024-04-21,1989,หญิง,บางรัก,Android,False,0
100197,2025-03-12,1996,ชาย,พญาไท,iOS,True,0
100198,2024-06-27,1980,ชาย,ห้วยขวาง,Android,True,0
100200,2025-03-14,1977,หญิง,พญาไท,Android,False,1
100201,2024-09-05,1984,ชาย,บางกะปิ,Android,False,0
100204,2025-04-18,2002,ชาย,บางนา,Android,True,0
100206,2024-10-23,2003,หญิง,บางกะปิ,Android,False,0
100209,2025-01-12,2000,หญิง,บางนา,Android,False,0
100211,2024-01-23,2000,ชาย,ดินแดง,Android,False,0
100213,2024-03-06,1998,หญิง,ห้วยขวาง,Android,True,0
100216,2024-11-08,1994,ชาย,ห้วยขวาง,Android,False,0
100218,2024-02-25,1991,หญิง,พญาไท,Android,False,0
100220,2024-05-25,1990,ไม่ระบุ,วัฒนา,iOS,True,0
100221,2025-03-07,1980,ชาย,ห้วยขวาง,Android,False,0
100222,2024-01-22,1992,หญิง,ห้วยขวาง,Android,False,0
100225,2025-05-13,1999,หญิง,วัฒนา,Android,True,0
100228,2024-06-18,2001,หญิง,ลาดพร้าว,Android,True,1
100230,2024-07-06,2002,หญิง,บางกะปิ,Android,True,0
100234,2025-01-10,2001,ชาย,ดินแดง,iOS,False,0
100236,2024-12-30,1975,หญิง,ห้วยขวาง,iOS,False,0
100238,2024-09-07,2001,ชาย,จตุจักร,iOS,True,0
100239,2024-07-12,1994,หญิง,พญาไท,iOS,False,0
100240,2024-08-16,1991,หญิง,บางนา,iOS,True,0
100242,2025-05-27,1999,หญิง,ห้วยขวาง,Android,False,0
100243,2024-09-16,1995,หญิง,ลาดพร้าว,Android,True,0
100246,2024-12-13,1992,ชาย,วัฒนา,Android,True,0
100248,2025-03-29,1989,ชาย,บางนา,Android,True,0
100249,2024-08-29,1999,หญิง,ลาดพร้าว,Android,True,0
100252,2025-03-23,1993,หญิง,สาทร,Android,True,1
100257,2025-03-02,1990,ไม่ระบุ,สาทร,Android,False,0
100260,2025-05-23,1977,หญิง,วัฒนา,Android,False,0
100261,2025-05-19,1995,ชาย,ห้วยขวาง,iOS,True,1
100262,2025-06-15,2000,หญิง,คลองเตย,Android,True,0
100263,2025-03-27,1979,ชาย,ห้วยขวาง,Android,False,0
100266,2025-04-22,1997,หญิง,ลาดพร้าว,iOS,True,0
100267,2024-07-09,1996,หญิง,บางนา,Android,False,1
100271,2025-02-18,1995,ชาย,สวนหลวง,Android,True,0
100273,2024-11-19,1992,ชาย,บางรัก,Android,True,0
100274,2024-10-05,1991,หญิง,วัฒนา,iOS,False,0
100275,2024-02-01,1992,หญิง,ดินแดง,Android,False,0
100276,2024-03-23,1999,หญิง,บางกะปิ,iOS,False,0
100277,2025-05-31,1999,หญิง,บางกะปิ,Android,False,1
100279,2025-04-15,1980,ชาย,บางนา,iOS,True,0
100280,2024-12-05,1995,หญิง,ดินแดง,iOS,False,0
100281,2025-04-07,1994,ชาย,วัฒนา,Android,True,1
100284,2025-02-24,2000,หญิง,ห้วยขวาง,iOS,False,0
100290,2025-04-30,1976,ชาย,จตุจักร,iOS,True,0
100293,2024-06-16,1998,ชาย,ห้วยขวาง,iOS,True,0
100294,2024-06-17,2003,ชาย,พญาไท,iOS,True,0
100295,2024-05-05,1999,หญิง,บางนา,Android,True,0
100297,2025-02-19,1994,หญิง,คลองเตย,Android,True,0
100298,2024-02-11,1991,หญิง,จตุจักร,iOS,True,0
100300,2025-02-13,2001,หญิง,สาทร,Android,True,0
100301,2025-03-30,1989,ชาย,จตุจักร,iOS,True,0
100305,2024-11-09,1991,ชาย,จตุจักร,iOS,True,0
100306,2024-02-09,1990,ชาย,พญาไท,Android,False,0
100307,2024-10-13,1994,ชาย,บางนา,Android,True,0
100313,2024-04-22,2004,หญิง,พญาไท,Android,True,0
100314,2024-03-01,1996,หญิง,ลาดพร้าว,Android,True,0
100315,2024-03-03,1978,ชาย,วัฒนา,Android,False,0
100316,2025-04-09,2000,หญิง,บางนา,Android,True,0
100317,2025-04-09,1987,ชาย,สาทร,iOS,True,1
100320,2024-09-24,1999,ชาย,สาทร,Android,True,0
100321,2025-04-11,2001,ชาย,จตุจักร,Android,True,0
100322,2025-07-12,1992,หญิง,พญาไท,Android,False,0
100325,2025-02-28,2002,ชาย,พญาไท,iOS,True,0
100327,2024-12-06,1982,หญิง,สาทร,iOS,False,0
100331,2024-12-29,2001,หญิง,ดินแดง,Android,False,0
100332,2024-02-29,1989,หญิง,ดินแดง,iOS,True,0
100333,2024-09-17,1989,ชาย,พญาไท,iOS,True,0
100336,2024-08-09,1999,ชาย,ลาดพร้าว,iOS,False,0
100339,2025-06-29,1999,หญิง,พญาไท,iOS,True,0
100343,2024-08-21,2003,หญิง,ห้วยขวาง,Android,True,1
100345,2024-04-27,2003,ชาย,สาทร,Android,True,0
100347,2024-08-26,1981,หญิง,คลองเตย,Android,False,1
100348,2025-02-22,1995,หญิง,ห้วยขวาง,iOS,True,0
100349,2024-05-21,1991,ชาย,พญาไท,iOS,True,0
100351,2024-02-25,1997,ชาย,วัฒนา,Android,False,0
100353,2024-08-08,2004,ชาย,บางกะปิ,Android,False,0
100354,2025-05-22,1997,ชาย,พญาไท,Android,True,0
100356,2024-08-02,1983,หญิง,ห้วยขวาง,iOS,True,0
100357,2025-04-22,2003,ชาย,ลาดพร้าว,iOS,False,1
100363,2024-01-16,2005,หญิง,ห้วยขวาง,iOS,False,0
100366,2025-04-12,1989,ชาย,ลาดพร้าว,Android,False,0
100367,2024-05-24,1997,หญิง,ห้วยขวาง,Android,True,0
100368,2024-12-26,2000,หญิง,ห้วยขวาง,Android,True,0
100369,2025-02-02,1998,หญิง,จตุจักร,iOS,True,0
100370,2025-06-29,1997,ชาย,จตุจักร,Android,True,0
100376,2025-06-26,1993,ชาย,คลองเตย,iOS,True,0
100378,2024-05-30,2003,หญิง,วัฒนา,Android,True,0
100380,2025-06-22,1992,หญิง,สาทร,Android,True,0
100381,2024-09-20,2001,หญิง,บางรัก,Android,True,0
100383,2025-05-25,1987,ชาย,บางนา,iOS,True,0
100388,2024-09-06,1987,ชาย,คลองเตย,Android,False,0
100389,2024-04-07,2001,หญิง,บางนา,Android,True,0
100391,2025-05-06,2001,หญิง,ลาดพร้าว,Android,True,0
100392,2025-01-08,1993,หญิง,ห้วยขวาง,Android,True,0
100393,2024-02-22,1987,ชาย,ห้วยขวาง,iOS,False,0
100394,2024-07-26,2003,ชาย,คลองเตย,iOS,False,0
100395,2024-04-19,1975,หญิง,ห้วยขวาง,iOS,True,0
100397,2024-06-28,1991,ชาย,วัฒนา,Android,True,1
100398,2025-04-29,2000,หญิง,ห้วยขวาง,Android,True,0
100399,2024-07-24,1985,ชาย,พญาไท,Android,False,0
100400,2024-05-19,1990,หญิง,สาทร,Android,True,0
100401,2025-01-16,1993,ไม่ระบุ,บางนา,Android,True,0
100402,2025-04-09,1994,ชาย,จตุจักร,Android,True,0
100404,2024-07-02,2002,ไม่ระบุ,บางนา,Android,False,0
100406,2024-05-02,1993,หญิง,วัฒนา,iOS,False,1
100407,2025-07-01,1999,หญิง,ห้วยขวาง,Android,True,0
100408,2024-12-11,1996,ชาย,วัฒนา,Android,True,0
100409,2025-04-13,1988,หญิง,บางกะปิ,iOS,True,0
100410,2024-04-22,1985,ชาย,ลาดพร้าว,Android,True,0
100411,2024-06-27,2001,ชาย,บางรัก,Android,True,0
100413,2025-06-04,2001,ชาย,บางนา,Android,True,1
100415,2025-05-12,2002,หญิง,ลาดพร้าว,Android,False,0
100416,2025-01-05,1990,หญิง,บางนา,Android,False,0
100417,2025-07-09,1997,หญิง,พญาไท,Android,True,0
100422,2025-01-05,1989,ชาย,บางนา,iOS,True,1
100424,2025-06-05,2001,ไม่ระบุ,ห้วยขวาง,iOS,False,0
100425,2024-07-07,1991,หญิง,บางกะปิ,Android,True,0
100426,2025-04-14,1994,ชาย,ลาดพร้าว,Android,True,0
100428,2025-03-07,2005,หญิง,บางกะปิ,iOS,False,0
100429,2024-12-24,1998,หญิง,จตุจักร,Android,False,0
100430,2024-12-14,2002,หญิง,บางรัก,iOS,False,0
100431,2025-03-17,2002,หญิง,สาทร,Android,False,0
100435,2024-04-11,2001,หญิง,พญาไท,Android,False,0
100436,2025-02-03,1993,หญิง,สาทร,iOS,True,1
100438,2024-02-06,1991,ชาย,ดินแดง,Android,True,0
100439,2024-10-08,1994,หญิง,สาทร,Android,True,0
100440,2024-04-14,1996,หญิง,คลองเตย,iOS,True,1
100442,2024-04-15,1990,ชาย,สวนหลวง,iOS,False,0
100444,2024-01-16,1996,หญิง,วัฒนา,Android,False,0
100445,2024-04-28,1990,ชาย,ดินแดง,iOS,False,0
100447,2025-07-04,1990,ชาย,จตุจักร,Android,True,0
100449,2025-02-13,1981,หญิง,ห้วยขวาง,iOS,True,0
100450,2025-04-06,1976,ชาย,บางนา,Android,True,0
100451,2024-07-02,1981,ชาย,บางกะปิ,Android,False,0
100453,2024-11-20,1998,หญิง,วัฒนา,Android,True,0
100455,2024-06-15,2000,หญิง,ลาดพร้าว,Android,True,0
100459,2024-07-09,1993,หญิง,ห้วยขวาง,Android,False,0
100460,2024-05-27,1989,หญิง,ลาดพร้าว,Android,True,0
100463,2025-04-12,1991,ชาย,ลาดพร้าว,Android,False,0
100465,2024-08-27,1990,หญิง,สาทร,Android,True,0
100466,2025-02-03,2004,ชาย,สาทร,Android,True,0
100470,2025-05-07,2003,ชาย,บางนา,iOS,True,0
100472,2025-01-07,2000,หญิง,บางรัก,iOS,True,0
100473,2024-10-02,1997,ชาย,บางนา,iOS,True,0
100474,2025-01-18,1992,หญิง,จตุจักร,Android,False,1
100476,2024-11-24,1992,หญิง,บางนา,iOS,True,0
100478,2025-05-24,1998,หญิง,ลาดพร้าว,Android,False,0
100479,2025-07-08,2000,หญิง,จตุจักร,Android,True,1
100480,2024-11-26,1993,หญิง,ลาดพร้าว,Android,True,1
100481,2024-09-17,1994,ชาย,สาทร,Android,True,1
100483,2024-03-04,1990,ชาย,ลาดพร้าว,Android,False,0
100488,2025-01-23,2000,ชาย,บางกะปิ,iOS,False,0
100489,2024-07-04,1994,หญิง,จตุจักร,Android,True,0
100491,2025-01-15,1991,ชาย,ห้วยขวาง,Android,False,0
100492,2024-07-07,1998,หญิง,จตุจักร,Android,True,0
100493,2024-01-25,1998,หญิง,ห้วยขวาง,Android,True,0
100495,2024-01-17,1994,ชาย,วัฒนา,Android,False,0
100499,2024-03-25,1985,หญิง,จตุจักร,Android,False,0
100501,2024-05-26,1988,ชาย,คลองเตย,iOS,False,0
100502,2025-06-05,1988,ชาย,สวนหลวง,iOS,True,0
100503,2024-09-20,1996,หญิง,สาทร,Android,True,0
100505,2025-04-01,2000,ชาย,บางรัก,iOS,True,0
100506,2025-01-10,1993,ชาย,บางนา,iOS,True,1
100507,2024-09-07,1979,ชาย,จตุจักร,Android,True,0
100508,2025-06-17,1978,ชาย,บางนา,Android,True,0
100510,2025-04-12,1985,หญิง,บางรัก,Android,False,1
100512,2024-06-06,1985,หญิง,จตุจักร,Android,False,0
100513,2025-01-10,1985,หญิง,คลองเตย,Android,False,0
100518,2024-10-01,1996,ชาย,บางนา,Android,True,0
100520,2024-07-03,2005,ชาย,จตุจักร,Android,False,0
100521,2024-10-18,2001,หญิง,สาทร,Android,True,0
100526,2025-03-28,1990,ไม่ระบุ,บางกะปิ,Android,False,1
100527,2024-10-23,1996,ชาย,สาทร,iOS,True,0
100528,2024-10-19,1995,ชาย,บางกะปิ,Android,True,0
100529,2024-03-15,1989,ชาย,สวนหลวง,iOS,False,1
100531,2024-01-17,2001,ชาย,ดินแดง,Android,True,0
100532,2024-11-27,1993,หญิง,บางกะปิ,iOS,False,0
100533,2024-11-02,1997,ชาย,จตุจักร,Android,False,0
100535,2025-05-06,1992,หญิง,บางกะปิ,iOS,False,0
100536,2025-06-27,1997,หญิง,ห้วยขวาง,iOS,True,0
100539,2025-02-16,1982,ชาย,บางกะปิ,Android,True,0
100541,2024-03-01,1996,หญิง,ห้วยขวาง,iOS,True,0
100545,2024-06-23,1990,หญิง,สาทร,Android,True,0
100546,2024-06-26,1999,หญิง,ห้วยขวาง,Android,True,0
100547,2024-08-16,1998,หญิง,บางกะปิ,Android,True,0
100548,2024-12-18,1994,ชาย,สาทร,iOS,False,0
100555,2024-06-07,1995,หญิง,สวนหลวง,Android,True,0
100556,2024-06-06,1985,หญิง,วัฒนา,iOS,True,0
100557,2024-10-11,1991,ไม่ระบุ,บางรัก,iOS,True,0
100560,2025-06-27,1994,ชาย,บางรัก,Android,True,0
100561,2024-01-30,1989,หญิง,ลาดพร้าว,iOS,False,0
100565,2025-06-08,1992,ชาย,สวนหลวง,Android,True,0
100568,2024-01-21,1996,ชาย,วัฒนา,Android,False,0
100569,2024-06-28,1997,ชาย,บางนา,Android,True,0
100571,2024-06-29,1998,หญิง,วัฒนา,Android,True,0
100572,2025-04-20,2005,หญิง,วัฒนา,iOS,True,0
100574,2024-02-10,1994,ชาย,บางนา,Android,True,0
100579,2024-04-08,1986,ชาย,สวนหลวง,iOS,False,0
100580,2025-01-02,2003,หญิง,บางนา,Android,True,0
100582,2025-07-15,1988,ชาย,บางนา,iOS,False,0
100584,2024-04-25,1999,หญิง,บางรัก,iOS,True,0
100585,2024-08-10,1990,ชาย,ลาดพร้าว,iOS,True,0
100587,2024-10-28,1998,หญิง,วัฒนา,iOS,False,0
100590,2024-06-03,2005,หญิง,บางนา,Android,True,0
100591,2024-06-27,1993,หญิง,ลาดพร้าว,Android,False,0
100592,2024-04-19,1993,หญิง,ลาดพร้าว,Android,False,1
100594,2024-04-08,1987,หญิง,วัฒนา,Android,True,0
100596,2024-09-22,2001,ชาย,ดินแดง,iOS,True,0
100599,2025-05-04,1993,หญิง,บางนา,Android,False,0
100601,2025-06-11,1990,หญิง,บางนา,Android,False,1
100602,2025-05-21,1997,หญิง,ห้วยขวาง,Android,False,0
100603,2024-08-26,2005,หญิง,ห้วยขวาง,Android,False,1
100606,2024-02-21,1977,หญิง,สาทร,Android,True,0
100607,2024-10-04,1996,หญิง,ห้วยขวาง,Android,True,0
100611,2024-08-22,1986,หญิง,บางรัก,iOS,False,0
100612,2024-10-05,1994,ชาย,บางนา,Android,True,0
100613,2025-01-23,1988,หญิง,ดินแดง,iOS,False,0
100614,2024-07-09,2002,ชาย,พญาไท,Android,False,0
100617,2025-02-16,1998,ชาย,วัฒนา,iOS,True,0
100623,2024-07-06,2004,หญิง,จตุจักร,Android,True,0
100625,2024-09-20,1994,หญิง,ลาดพร้าว,iOS,True,1
100626,2024-05-05,1976,ชาย,บางนา,Android,True,0
100627,2025-02-13,1989,ชาย,บางกะปิ,iOS,True,0
100628,2024-09-06,1998,หญิง,พญาไท,Android,False,0
100633,2024-10-29,2000,ชาย,สวนหลวง,Android,True,0
100635,2024-05-04,1995,ชาย,คลองเตย,Android,True,0
100636,2025-07-10,1982,ชาย,สาทร,iOS,True,1
100639,2024-12-22,1984,ชาย,สวนหลวง,Android,True,0
100641,2025-07-03,2001,ไม่ระบุ,ลาดพร้าว,iOS,True,1
100642,2024-09-20,1997,ชาย,ลาดพร้าว,iOS,True,1
100643,2024-06-03,1992,ชาย,ลาดพร้าว,iOS,True,0
100644,2025-05-03,1998,ชาย,ลาดพร้าว,Android,True,0
100646,2025-02-04,1975,ชาย,วัฒนา,iOS,False,0
100649,2025-03-06,1992,ชาย,ห้วยขวาง,Android,True,0
100650,2024-03-05,1999,หญิง,ห้วยขวาง,Android,True,0
100651,2025-02-09,1996,ชาย,สวนหลวง,Android,True,0
100655,2024-02-14,1989,ชาย,ห้วยขวาง,iOS,True,0
100663,2024-06-04,1992,หญิง,บางรัก,Android,True,0
100664,2025-02-08,1989,หญิง,บางรัก,Android,True,1
100665,2024-03-10,1985,หญิง,คลองเตย,Android,False,1
100667,2024-05-30,1992,ชาย,บางนา,iOS,True,0
100674,2024-08-07,1989,ชาย,พญาไท,Android,True,0
100675,2025-05-13,1975,หญิง,ลาดพร้าว,iOS,True,0
100680,2024-07-30,1993,หญิง,สวนหลวง,iOS,True,1
100681,2024-08-13,2000,ชาย,สาทร,Android,False,0
100682,2024-10-15,1978,ชาย,พญาไท,Android,True,0
100684,2024-10-31,1995,ชาย,ลาดพร้าว,Android,True,1
100687,2025-04-16,1988,ชาย,สวนหลวง,iOS,True,0
100688,2025-01-01,1989,ชาย,คลองเตย,Android,False,0
100691,2024-05-30,1995,ชาย,บางกะปิ,Android,True,0
100696,2024-05-15,1996,ชาย,ห้วยขวาง,Android,False,0
100700,2025-01-20,1990,หญิง,ลาดพร้าว,iOS,False,0
100702,2024-07-12,2000,หญิง,บางกะปิ,iOS,False,0
100703,2024-08-25,1990,หญิง,สาทร,iOS,True,0
100706,2024-06-02,1990,หญิง,บางรัก,iOS,True,0
100707,2024-07-25,2002,หญิง,สาทร,iOS,False,0
100708,2024-05-19,1990,ชาย,วัฒนา,iOS,True,0
100709,2024-10-07,1999,หญิง,คลองเตย,Android,True,0
100710,2024-09-22,1993,หญิง,จตุจักร,Android,True,0
100714,2024-08-19,1991,หญิง,ลาดพร้าว,Android,True,0
100717,2024-10-11,2002,หญิง,จตุจักร,Android,False,0
100720,2025-05-06,1989,หญิง,วัฒนา,Android,False,0
100721,2024-08-31,2002,หญิง,บางนา,iOS,True,0
100722,2025-06-22,1991,หญิง,ลาดพร้าว,iOS,False,0
100725,2024-06-12,1994,หญิง,พญาไท,iOS,False,0
100726,2025-02-12,1988,ชาย,บางกะปิ,Android,False,0
100727,2024-02-10,2000,ชาย,วัฒนา,iOS,False,0
100728,2024-05-18,1994,ชาย,พญาไท,iOS,True,0
100729,2025-02-04,1994,ชาย,ลาดพร้าว,Android,True,0
100730,2024-02-16,1988,ชาย,ห้วยขวาง,iOS,False,1
100731,2024-04-25,1993,หญิง,ห้วยขวาง,iOS,True,0
100734,2025-06-07,1988,ชาย,สาทร,iOS,True,0
100735,2024-11-20,1980,หญิง,ห้วยขวาง,Android,True,0
100736,2024-09-21,1993,ชาย,ห้วยขวาง,iOS,True,1
100737,2025-06-22,1999,หญิง,วัฒนา,Android,True,0
100738,2024-08-05,1990,หญิง,บางกะปิ,iOS,False,0
100739,2024-10-10,2000,หญิง,พญาไท,iOS,True,0
100740,2024-11-01,1995,หญิง,บางรัก,iOS,False,0
100741,2025-04-24,1989,ชาย,บางกะปิ,Android,False,0
100743,2024-06-21,2000,ชาย,คลองเตย,iOS,False,0
100745,2025-05-25,2001,ชาย,ห้วยขวาง,Android,False,0
100747,2024-01-25,1993,หญิง,สวนหลวง,iOS,False,0
100748,2024-07-04,1996,ชาย,ห้วยขวาง,Android,True,0
100749,2024-01-20,1980,ชาย,จตุจักร,Android,True,0
100750,2024-02-14,1991,หญิง,พญาไท,iOS,True,1
100754,2025-05-05,1997,ชาย,ห้วยขวาง,iOS,True,0
100755,2025-02-05,2001,ชาย,บางนา,Android,True,0
100757,2025-01-20,2000,ชาย,พญาไท,iOS,False,0
100759,2025-05-03,1998,ชาย,วัฒนา,iOS,True,1
100763,2025-01-21,1989,หญิง,สาทร,Android,True,0
100765,2025-02-26,1986,ไม่ระบุ,บางกะปิ,Android,True,0
100766,2025-02-26,2000,หญิง,บางกะปิ,Android,True,0
100769,2025-01-07,1994,หญิง,วัฒนา,Android,False,0
100770,2024-06-14,1993,หญิง,ลาดพร้าว,iOS,False,0
100771,2025-03-04,1997,ชาย,จตุจักร,iOS,False,1
100772,2024-12-13,2002,ชาย,คลองเตย,Android,False,1
100773,2024-07-30,1990,ชาย,ห้วยขวาง,Android,True,0
100775,2024-03-08,1994,ชาย,สวนหลวง,Android,False,0
100776,2024-04-12,1998,ชาย,ดินแดง,Android,True,0
100777,2025-05-03,1993,หญิง,พญาไท,iOS,False,0
100778,2025-04-08,1985,ชาย,บางกะปิ,Android,False,0
100780,2024-09-18,2001,ชาย,สาทร,iOS,True,0
100783,2025-04-09,1991,ชาย,ลาดพร้าว,Android,True,0
100785,2024-08-08,1992,หญิง,ห้วยขวาง,iOS,True,0
100786,2024-02-04,1994,ชาย,สาทร,Android,True,0
100789,2024-12-24,2001,ชาย,ลาดพร้าว,Android,True,0
100793,2024-04-05,1996,หญิง,พญาไท,iOS,True,0
100794,2024-10-03,1978,หญิง,สาทร,Android,False,0
100796,2025-03-18,1990,หญิง,จตุจักร,iOS,True,0
100797,2025-04-28,1985,ชาย,คลองเตย,Android,True,0
100800,2024-05-02,1989,หญิง,วัฒนา,iOS,False,0
