order_id,customer_id,restaurant_id,rider_id,order_time,delivered_time,distance_km,subtotal,discount,delivery_fee,payment_type,district,weather
700073,115231,5122,20308,2025-06-25 14:14:00,2025-06-25 14:38:06,5.87,332.0,62.0,42.0,โอนผ่านแอป,วัฒนา,ฝนตก
700074,107438,6040,20791,2024-08-01 11:43:00,2024-08-01 12:05:30,3.67,256.0,39.0,35.0,โอนผ่านแอป,บางรัก,ฝนตก
700075,106835,5447,21971,2025-05-16 23:24:00,2025-05-16 23:40:18,2.94,186.0,0.0,24.0,บัตรเครดิต,ดินแดง,ปกติ
700076,177858,5132,20239,2024-12-14 22:44:00,2024-12-14 22:57:54,5.21,477.0,0.0,32.0,เงินสด,สวนหลวง,ปกติ
700077,100702,5423,22161,2025-02-01 10:14:00,2025-02-01 10:37:18,14.6,260.0,0.0,62.0,วอลเล็ต,ห้วยขวาง,ปกติ
700078,190939,5799,22549,2025-06-05 10:07:00,2025-06-05 10:36:18,18.47,165.0,0.0,74.0,โอนผ่านแอป,สวนหลวง,ปกติ
700079,102200,5247,23267,2024-08-27 12:18:00,2024-08-27 12:53:06,1.62,121.0,28.0,28.0,เงินสด,สาทร,ฝนตก
700080,187772,5904,20475,2024-08-19 22:39:00,2024-08-19 23:01:48,2.81,161.0,15.0,32.0,โอนผ่านแอป,ลาดพร้าว,ฝนตก
700081,132431,5117,21367,2024-10-07 11:07:00,2024-10-07 11:23:48,3.56,140.0,0.0,26.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700082,101476,5483,22861,2025-02-21 12:52:00,2025-02-21 13:20:54,7.27,131.0,0.0,38.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700083,146751,5769,20303,2025-06-09 12:00:00,2025-06-09 12:27:48,4.84,118.0,0.0,30.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700084,111445,5517,22445,2025-06-26 12:55:00,2025-06-26 13:17:30,4.43,64.0,13.0,29.0,วอลเล็ต,สาทร,ปกติ
700085,157424,5631,21626,2024-12-09 12:30:00,2024-12-09 13:01:42,8.98,215.0,0.0,44.0,โอนผ่านแอป,ดินแดง,ปกติ
700086,164498,5328,21103,2025-01-12 20:51:00,2025-01-12 21:10:36,3.32,343.0,0.0,26.0,เงินสด,วัฒนา,ปกติ
700087,110415,5299,21142,2025-01-22 23:31:00,2025-01-22 23:49:54,6.28,144.0,0.0,35.0,เงินสด,บางกะปิ,ปกติ
700088,125625,5370,20972,2024-09-07 10:56:00,2024-09-07 11:11:42,3.49,281.0,0.0,26.0,บัตรเครดิต,สวนหลวง,ปกติ
700089,131329,6110,20952,2024-12-04 12:42:00,2024-12-04 13:18:54,2.83,228.0,0.0,32.0,บัตรเครดิต,ห้วยขวาง,ฝนตก
700090,180188,5295,22165,2025-01-26 22:24:00,2025-01-26 22:44:42,3.67,274.0,32.0,35.0,โอนผ่านแอป,บางกะปิ,ฝนตก
700091,180695,5731,23459,2025-01-24 11:01:00,2025-01-24 11:38:06,9.89,45.0,0.0,55.0,โอนผ่านแอป,สาทร,ฝนตก
700092,148257,5606,22352,2025-04-17 18:59:00,2025-04-17 19:23:36,4.74,670.0,0.0,30.0,โอนผ่านแอป,บางนา,ปกติ
700093,158139,5499,23102,2025-06-15 11:55:00,2025-06-15 12:09:48,1.22,66.0,0.0,19.0,บัตรเครดิต,บางกะปิ,ปกติ
700094,157343,5093,22989,2025-06-12 11:40:00,2025-06-12 12:00:54,8.22,197.0,0.0,41.0,โอนผ่านแอป,บางนา,ปกติ
700095,148108,6158,21636,2024-08-24 13:37:00,2024-08-24 14:01:48,6.57,96.0,18.0,36.0,โอนผ่านแอป,พญาไท,ปกติ
700096,145633,5048,21156,2024-09-16 23:39:00,2024-09-17 00:01:24,9.04,73.0,17.0,44.0,โอนผ่านแอป,พญาไท,ปกติ
700097,159973,5557,22282,2025-05-01 10:09:00,2025-05-01 10:30:48,9.32,143.0,0.0,45.0,เงินสด,ดินแดง,ปกติ
700098,141721,5119,20063,2024-08-20 11:53:00,2024-08-20 12:10:42,2.18,135.0,13.0,22.0,โอนผ่านแอป,จตุจักร,ปกติ
700099,119003,6087,22889,2025-03-09 19:39:00,2025-03-09 20:06:30,7.17,692.0,0.0,38.0,บัตรเครดิต,ห้วยขวาง,ปกติ
700100,171975,6144,20920,2024-11-22 21:36:00,2024-11-22 21:53:42,5.97,102.0,11.0,34.0,โอนผ่านแอป,วัฒนา,ปกติ
700101,109190,5852,21429,2024-08-04 20:37:00,2024-08-04 20:53:12,5.16,138.0,0.0,32.0,เงินสด,ห้วยขวาง,ปกติ
700102,124580,6049,21145,2024-11-23 19:27:00,2024-11-23 19:49:54,4.13,158.0,0.0,28.0,บัตรเครดิต,ลาดพร้าว,ปกติ
700103,111061,5541,21302,2024-12-12 11:03:00,2024-12-12 11:17:18,4.06,152.0,37.0,28.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700104,178167,5196,23049,2024-12-21 11:10:00,2024-12-21 11:36:24,15.91,472.0,0.0,66.0,โอนผ่านแอป,ลาดพร้าว,ปกติ
700105,141984,5207,22462,2024-08-25 01:11:00,2024-08-25 01:27:06,3.54,123.0,0.0,26.0,โอนผ่านแอป,สวนหลวง,ปกติ
700106,184743,5116,22598,2024-10-30 17:36:00,2024-10-30 17:55:42,9.06,566.0,0.0,44.0,บัตรเครดิต,ดินแดง,ปกติ
700107,178004,5765,21947,2024-08-05 12:23:00,2024-08-05 12:46:24,1.86,191.0,0.0,21.0,เงินสด,ลาดพร้าว,ปกติ
700108,176211,5103,20986,2025-06-04 12:05:00,2025-06-04 12:28:24,3.61,149.0,0.0,27.0,โอนผ่านแอป,บางกะปิ,ปกติ
700109,102553,5584,20071,2025-04-05 14:46:00,2025-04-05 15:04:00,9.14,236.0,0.0,44.0,โอนผ่านแอป,บางนา,ปกติ
700110,170903,5971,20274,2024-09-11 12:15:00,2024-09-11 12:42:54,8.98,218.0,0.0,44.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700111,156372,6076,21344,2024-08-12 18:04:00,2024-08-12 18:32:12,5.07,589.0,0.0,31.0,บัตรเครดิต,สาทร,ปกติ
700112,191894,5896,23097,2025-02-23 18:30:00,2025-02-23 18:58:18,11.55,734.0,124.0,52.0,วอลเล็ต,บางกะปิ,ปกติ
700113,187550,5039,20648,2025-01-18 18:20:00,2025-01-18 18:46:18,1.94,387.0,0.0,21.0,บัตรเครดิต,บางกะปิ,ปกติ
700114,133623,5645,20889,2025-01-08 12:27:00,2025-01-08 12:59:30,8.99,45.0,0.0,44.0,บัตรเครดิต,ห้วยขวาง,ปกติ
700115,188498,6057,23275,2025-06-26 11:09:00,2025-06-26 11:29:24,4.65,245.0,48.0,30.0,โอนผ่านแอป,บางนา,ปกติ
700116,142745,5037,21867,2025-06-07 14:41:00,2025-06-07 15:02:54,12.0,218.0,33.0,53.0,โอนผ่านแอป,บางรัก,ปกติ
700117,103232,5252,20109,2024-09-19 12:19:00,2024-09-19 12:42:12,3.29,133.0,0.0,26.0,เงินสด,ดินแดง,ปกติ
700118,159328,5030,22829,2024-10-05 13:48:00,2024-10-05 14:15:30,6.13,207.0,21.0,43.0,เงินสด,คลองเตย,ฝนตก
700119,103123,5279,20345,2024-08-10 19:41:00,2024-08-10 20:07:12,3.43,398.0,0.0,26.0,วอลเล็ต,บางนา,ปกติ
700120,137666,5821,21807,2024-12-14 11:45:00,2024-12-14 12:02:42,2.79,153.0,0.0,24.0,บัตรเครดิต,สาทร,ปกติ
700121,114381,5874,20766,2024-08-17 12:35:00,2024-08-17 13:10:36,6.87,1060.0,231.0,45.0,บัตรเครดิต,บางกะปิ,ฝนตก
700122,102638,5922,21969,2024-09-13 18:15:00,2024-09-13 18:41:24,2.04,159.0,33.0,22.0,บัตรเครดิต,คลองเตย,ปกติ
700123,122164,5350,23112,2024-12-24 21:54:00,2024-12-24 22:03:24,0.64,194.0,0.0,17.0,โอนผ่านแอป,จตุจักร,ปกติ
700124,153453,5350,20455,2024-11-17 11:09:00,2024-11-17 11:33:18,15.66,84.0,14.0,65.0,เงินสด,จตุจักร,ปกติ
700125,112965,5180,21645,2025-07-03 13:01:00,2025-07-03 13:26:12,6.15,170.0,38.0,35.0,โอนผ่านแอป,ลาดพร้าว,ปกติ
700126,119483,5365,23179,2024-10-08 18:20:00,2024-10-08 18:42:42,4.19,532.0,76.0,28.0,เงินสด,ดินแดง,ปกติ
700127,139431,6105,22493,2025-05-08 12:54:00,2025-05-08 13:20:48,2.67,70.0,0.0,24.0,บัตรเครดิต,สาทร,ปกติ
700128,139315,5281,23180,2024-11-09 22:06:00,2024-11-09 22:21:24,3.14,91.0,14.0,25.0,โอนผ่านแอป,บางรัก,ปกติ
700129,102852,5258,20875,2024-12-19 18:26:00,2024-12-19 19:00:24,11.33,156.0,0.0,51.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700130,111556,5078,22349,2025-01-27 12:29:00,2025-01-27 13:01:48,12.27,110.0,0.0,54.0,โอนผ่านแอป,พญาไท,ปกติ
700131,146603,5940,20613,2025-04-02 11:26:00,2025-04-02 11:44:42,10.82,266.0,0.0,50.0,โอนผ่านแอป,จตุจักร,ปกติ
700132,111369,5300,21606,2025-07-11 22:11:00,2025-07-11 22:36:06,5.93,91.0,0.0,42.0,โอนผ่านแอป,ดินแดง,ฝนตก
700133,142968,5503,21467,2024-08-03 19:15:00,2024-08-03 19:40:30,3.88,170.0,36.0,27.0,บัตรเครดิต,บางรัก,ปกติ
700134,155868,6090,20126,2025-04-12 18:45:00,2025-04-12 19:12:30,4.5,125.0,0.0,29.0,บัตรเครดิต,ลาดพร้าว,ปกติ
700135,118472,5862,20309,2025-06-16 12:03:00,2025-06-16 12:26:36,2.74,191.0,0.0,24.0,โอนผ่านแอป,บางนา,ปกติ
700136,188564,5146,23214,2024-11-23 18:08:00,2024-11-23 18:39:18,2.89,202.0,36.0,32.0,โอนผ่านแอป,วัฒนา,ฝนตก
700137,189287,5994,21876,2025-02-16 00:21:00,2025-02-16 00:38:06,4.46,122.0,0.0,29.0,โอนผ่านแอป,ดินแดง,ปกติ
700138,147298,5671,21385,2025-04-18 13:07:00,2025-04-18 13:35:12,4.76,137.0,0.0,30.0,บัตรเครดิต,สวนหลวง,ปกติ
700139,178177,6159,22658,2025-04-01 00:13:00,2025-04-01 00:31:24,5.12,311.0,35.0,31.0,บัตรเครดิต,ลาดพร้าว,ปกติ
700140,124689,5691,22762,2024-10-02 22:40:00,2024-10-02 22:56:00,5.42,146.0,26.0,32.0,โอนผ่านแอป,สาทร,ปกติ
700141,147990,5762,20892,2024-12-30 22:38:00,2024-12-30 22:56:00,5.4,118.0,0.0,32.0,บัตรเครดิต,จตุจักร,ปกติ
700142,182545,6104,23048,2024-09-10 12:44:00,2024-09-10 13:17:18,4.68,80.0,20.0,38.0,วอลเล็ต,ลาดพร้าว,ฝนตก
700143,162089,5375,21780,2024-12-27 14:52:00,2024-12-27 15:17:36,14.72,120.0,0.0,62.0,โอนผ่านแอป,พญาไท,ปกติ
700144,172927,6047,20415,2024-08-02 18:39:00,2024-08-02 19:09:06,8.74,138.0,26.0,43.0,บัตรเครดิต,บางกะปิ,ปกติ
700145,188656,5387,21997,2025-01-16 14:38:00,2025-01-16 14:56:12,2.37,78.0,0.0,23.0,บัตรเครดิต,บางกะปิ,ปกติ
700146,175116,5010,22874,2025-04-21 11:43:00,2025-04-21 12:08:30,14.53,423.0,68.0,61.0,โอนผ่านแอป,ลาดพร้าว,ปกติ
700147,140460,6189,20471,2025-05-24 13:53:00,2025-05-24 14:19:12,4.87,227.0,0.0,31.0,โอนผ่านแอป,จตุจักร,ปกติ
700148,142161,6025,21700,2024-09-19 13:00:00,2024-09-19 13:28:30,7.41,260.0,0.0,39.0,เงินสด,พญาไท,ปกติ
700149,165670,5153,22938,2025-03-10 11:00:00,2025-03-10 11:12:36,1.45,411.0,100.0,20.0,บัตรเครดิต,คลองเตย,ปกติ
700150,154229,5615,21863,2025-03-04 19:54:00,2025-03-04 20:28:42,6.46,530.0,0.0,44.0,บัตรเครดิต,สาทร,ฝนตก
700151,108370,5883,20484,2024-09-05 12:46:00,2024-09-05 13:10:54,7.76,70.0,11.0,40.0,บัตรเครดิต,บางกะปิ,ปกติ
700152,134131,5414,20684,2024-12-24 23:38:00,2024-12-25 00:02:12,6.07,174.0,25.0,34.0,เงินสด,สวนหลวง,ปกติ
700153,148063,5096,21096,2025-04-09 23:56:00,2025-04-10 00:08:00,3.53,149.0,0.0,26.0,โอนผ่านแอป,บางรัก,ปกติ
700154,153004,6045,20511,2024-11-16 19:35:00,2024-11-16 19:57:42,3.56,226.0,39.0,26.0,โอนผ่านแอป,จตุจักร,ปกติ
700155,120891,5871,23236,2025-06-26 19:14:00,2025-06-26 19:39:30,6.19,63.0,0.0,35.0,บัตรเครดิต,บางนา,ปกติ
700156,110024,5036,20959,2025-05-23 12:18:00,2025-05-23 12:53:24,7.91,103.0,0.0,48.0,โอนผ่านแอป,ห้วยขวาง,ฝนตก
700157,150072,5507,22950,2024-08-29 19:14:00,2024-08-29 19:42:30,7.22,133.0,18.0,38.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700158,170843,6086,20522,2025-05-11 19:34:00,2025-05-11 19:55:24,2.11,316.0,0.0,22.0,โอนผ่านแอป,บางนา,ปกติ
700159,125392,6070,20969,2024-09-30 13:44:00,2024-09-30 14:09:48,2.32,87.0,8.0,22.0,วอลเล็ต,วัฒนา,ปกติ
700160,179474,5473,21890,2025-01-29 23:08:00,2025-01-29 23:43:36,16.84,162.0,0.0,77.0,เงินสด,สาทร,ฝนตก
700161,147157,5427,20579,2024-12-25 13:15:00,2024-12-25 13:39:06,5.2,116.0,23.0,32.0,บัตรเครดิต,วัฒนา,ปกติ
700162,150791,6165,21841,2024-11-30 11:26:00,2024-11-30 11:44:36,5.66,60.0,0.0,33.0,บัตรเครดิต,วัฒนา,ปกติ
700163,114127,5968,20565,2025-06-08 13:45:00,2025-06-08 14:09:54,2.58,122.0,0.0,23.0,โอนผ่านแอป,ลาดพร้าว,ปกติ
700164,191527,5626,20467,2024-09-30 13:37:00,2024-09-30 14:00:12,2.76,332.0,0.0,24.0,เงินสด,จตุจักร,ปกติ
700165,131716,6015,22978,2025-05-03 14:40:00,2025-05-03 15:11:06,12.17,64.0,0.0,54.0,วอลเล็ต,ลาดพร้าว,ปกติ
700166,111638,5310,23407,2024-08-12 12:17:00,2024-08-12 12:46:12,7.35,92.0,0.0,39.0,โอนผ่านแอป,สาทร,ปกติ
700167,107555,5519,20950,2025-03-12 11:39:00,2025-03-12 12:04:24,7.1,84.0,0.0,38.0,วอลเล็ต,คลองเตย,ปกติ
700168,150135,5107,22318,2024-12-26 12:37:00,2024-12-26 13:02:36,3.31,45.0,0.0,26.0,โอนผ่านแอป,ห้วยขวาง,ปกติ
700169,158457,5946,22149,2025-02-24 12:43:00,2025-02-24 13:16:30,10.63,66.0,14.0,49.0,บัตรเครดิต,วัฒนา,ปกติ
700170,161205,5724,20748,2025-02-19 19:42:00,2025-02-19 20:23:18,11.65,190.0,44.0,60.0,บัตรเครดิต,ห้วยขวาง,ฝนตก
700171,173728,5871,21543,2025-01-25 12:18:00,2025-01-25 12:43:48,4.24,70.0,0.0,29.0,เงินสด,บางนา,ปกติ
700172,185152,5055,21474,2025-05-19 19:12:00,2025-05-19 19:43:42,8.58,493.0,0.0,42.0,โอนผ่านแอป,บางนา,ปกติ
700173,112498,5492,21845,2024-11-20 23:43:00,2024-11-20 23:58:48,4.93,222.0,53.0,31.0,โอนผ่านแอป,วัฒนา,ปกติ
700174,184562,6198,20603,2024-10-02 23:50:00,2024-10-03 00:03:12,2.09,162.0,36.0,22.0,เงินสด,บางกะปิ,ปกติ
700175,131517,5227,21074,2024-10-18 12:43:00,2024-10-18 13:09:18,5.35,120.0,19.0,32.0,บัตรเครดิต,ดินแดง,ปกติ
700176,143880,5468,22092,2025-02-04 18:32:00,2025-02-04 18:59:36,4.76,338.0,0.0,30.0,วอลเล็ต,ดินแดง,ปกติ
700177,177843,5544,22196,2024-11-10 20:50:00,2024-11-10 21:15:00,8.37,203.0,0.0,50.0,โอนผ่านแอป,พญาไท,ฝนตก
700178,158780,5250,23487,2024-12-15 18:43:00,2024-12-15 19:17:30,4.76,321.0,70.0,38.0,บัตรเครดิต,สวนหลวง,ฝนตก
700179,122840,5379,20759,2024-08-30 12:43:00,2024-08-30 13:18:36,7.87,725.0,0.0,48.0,บัตรเครดิต,จตุจักร,ฝนตก
