order_id,rating,tag,comment_len,review_time
700444,4,ราคาโอเค,53,2025-03-31 01:40:12
700445,5,อร่อย,13,2024-09-24 21:41:42
700446,5,ส่งเร็วมาก,12,2024-11-08 12:42:42
700447,4,อร่อย,16,2025-01-08 14:09:42
700448,2,ส่งช้า,360,2025-03-24 21:42:24
700449,5,ส่งเร็วมาก,49,2025-01-30 09:49:54
700453,5,อร่อย,23,2025-02-15 02:28:12
700455,4,แพ็กดี,69,2024-12-25 09:49:24
700457,3,ราคาแพงไป,83,2025-01-12 11:35:06
700458,5,อร่อย,34,2025-05-02 01:36:24
700464,3,พอใช้,49,2024-08-20 05:04:48
700465,3,พอใช้,151,2024-11-21 17:06:36
700468,3,ราคาแพงไป,106,2024-10-04 12:00:06
700469,4,อร่อย,19,2025-05-05 19:27:24
700472,4,ราคาโอเค,12,2025-03-27 10:38:18
700474,4,ราคาโอเค,42,2024-08-22 21:24:12
700475,1,อาหารเย็นแล้ว,67,2024-08-15 10:59:00
700476,5,อร่อย,13,2024-10-01 09:24:00
700478,4,แพ็กดี,61,2025-05-14 02:33:06
700479,5,ส่งเร็วมาก,19,2025-05-23 14:17:30
700481,5,อร่อย,8,2025-05-31 00:21:48
700483,4,ราคาโอเค,76,2024-12-07 08:44:12
700485,3,พอใช้,89,2024-11-10 09:21:12
700487,4,ราคาโอเค,40,2025-06-11 18:16:54
700489,5,ส่งเร็วมาก,35,2024-12-29 17:26:06
700491,4,แพ็กดี,17,2025-01-30 12:02:30
700493,5,ไรเดอร์สุภาพ,31,2024-08-31 03:25:00
700495,5,อร่อย,15,2025-02-23 00:42:42
700499,4,แพ็กดี,80,2025-01-21 04:46:54
700503,3,พอใช้,51,2025-01-09 16:04:30
700509,4,อร่อย,70,2025-05-09 19:53:36
700512,5,อร่อย,25,2025-02-24 05:15:42
700515,5,อร่อย,69,2025-04-05 07:05:06
700522,5,ไรเดอร์สุภาพ,11,2025-01-09 18:43:30
700523,5,อร่อย,7,2024-09-14 20:44:12
700525,3,ส่งช้า,48,2024-09-15 21:07:30
700526,4,ราคาโอเค,39,2024-10-17 00:15:00
700527,5,ส่งเร็วมาก,40,2025-02-25 16:22:24
700529,4,อร่อย,48,2025-01-17 14:58:18
700535,3,ส่งช้า,75,2025-05-14 21:48:36
700536,5,ส่งเร็วมาก,6,2024-11-16 05:18:06
700540,3,อาหารไม่ตรงปก,47,2025-06-01 11:52:54
700542,4,อร่อย,24,2025-06-06 22:27:30
700545,5,ส่งเร็วมาก,8,2024-11-28 08:58:18
700547,5,ไรเดอร์สุภาพ,16,2024-11-22 09:41:36
700548,3,พอใช้,76,2024-12-01 05:44:18
700553,5,อร่อย,10,2024-11-14 22:22:00
700555,4,ราคาโอเค,5,2025-02-20 01:46:48
700556,3,ราคาแพงไป,195,2024-11-14 17:06:12
700557,5,ส่งเร็วมาก,16,2025-03-18 14:13:42
700559,4,อร่อย,20,2025-01-23 13:45:06
700566,4,อร่อย,46,2025-01-24 15:09:18
700570,5,อร่อย,4,2025-02-09 20:59:24
700572,5,ส่งเร็วมาก,21,2025-03-01 00:54:24
700575,5,ส่งเร็วมาก,24,2025-06-15 14:09:36
700576,3,ราคาแพงไป,26,2025-02-15 08:01:30
700582,5,อร่อย,65,2025-07-04 13:41:24
700585,5,แพ็กดี,19,2025-03-19 05:41:36
700587,5,ส่งเร็วมาก,18,2025-05-03 18:40:12
700588,5,แพ็กดี,16,2025-03-05 22:20:18
700589,5,ส่งเร็วมาก,23,2024-11-18 19:03:12
700594,3,ราคาแพงไป,21,2024-11-11 01:43:30
700598,3,ส่งช้า,71,2024-11-20 01:26:24
700605,3,พอใช้,54,2025-05-01 03:55:54
700607,3,ราคาแพงไป,23,2024-09-19 09:03:48
700608,4,แพ็กดี,48,2024-09-25 16:26:48
700615,5,ไรเดอร์สุภาพ,66,2024-10-23 08:33:48
700616,5,ส่งเร็วมาก,4,2025-03-28 12:03:06
700623,4,ราคาโอเค,10,2025-03-07 00:25:36
700627,4,อร่อย,18,2024-11-22 22:17:48
700633,4,ราคาโอเค,21,2024-09-19 04:22:48
700634,3,พอใช้,28,2024-11-11 01:11:42
700640,5,อร่อย,17,2025-06-23 20:56:54
700644,3,พอใช้,74,2025-05-03 20:41:24
700656,3,พอใช้,87,2025-07-02 17:15:18
700658,4,ส่งเร็วมาก,71,2025-02-01 18:24:06
700664,4,แพ็กดี,52,2025-02-03 11:36:30
700665,4,อร่อย,33,2025-05-10 01:33:18
700669,5,ส่งเร็วมาก,34,2025-03-26 12:40:30
700670,5,อร่อย,22,2025-01-12 19:56:42
700674,4,ราคาโอเค,25,2025-05-02 19:47:30
700675,4,แพ็กดี,26,2025-05-24 21:48:06
700676,5,ส่งเร็วมาก,18,2024-08-29 02:41:06
700686,3,ราคาแพงไป,59,2025-01-25 21:46:30
700688,4,ส่งเร็วมาก,28,2025-02-18 14:15:36
700693,5,แพ็กดี,41,2025-02-21 21:27:36
700696,2,อาหารไม่ตรงปก,63,2024-11-21 11:36:12
700697,4,อร่อย,26,2025-01-26 21:22:12
700703,3,อาหารไม่ตรงปก,16,2024-10-07 12:37:00
700704,3,ส่งช้า,41,2025-06-19 19:27:36
700705,3,อาหารไม่ตรงปก,72,2024-10-02 12:33:30
700706,3,พอใช้,143,2024-11-22 12:42:06
700708,5,แพ็กดี,8,2024-12-14 14:03:48
700709,4,อร่อย,81,2024-10-10 07:01:06
700717,2,ส่งช้า,239,2024-11-24 04:49:18
700721,5,แพ็กดี,53,2024-11-20 18:06:48
700722,5,ส่งเร็วมาก,20,2024-09-15 08:26:12
700723,5,อร่อย,59,2025-03-27 12:18:30
700724,5,อร่อย,14,2025-03-15 15:53:48
700726,3,พอใช้,202,2024-10-03 06:45:48
700729,5,ไรเดอร์สุภาพ,35,2024-11-05 17:49:48
700731,5,ส่งเร็วมาก,12,2024-08-12 11:37:00
700734,5,อร่อย,13,2025-02-04 14:31:12
700737,3,พอใช้,44,2025-01-12 08:59:54
700738,2,อาหารเย็นแล้ว,131,2025-03-19 07:50:48
700739,5,ไรเดอร์สุภาพ,50,2025-04-28 15:07:42
700747,5,ไรเดอร์สุภาพ,34,2025-03-07 04:28:42
700748,5,อร่อย,51,2024-10-21 02:08:36
700749,5,อร่อย,25,2024-11-01 15:59:42
700750,2,ส่งช้า,44,2024-08-30 19:38:54
700751,4,แพ็กดี,51,2025-06-03 22:19:00
700752,5,อร่อย,37,2024-12-10 19:56:54
700754,4,ส่งเร็วมาก,18,2024-12-14 04:21:30
700756,4,แพ็กดี,36,2025-05-04 09:41:48
700757,3,อาหารไม่ตรงปก,135,2024-10-03 06:25:36
700758,4,ราคาโอเค,88,2024-11-28 22:05:00
700760,5,ไรเดอร์สุภาพ,22,2024-08-14 21:33:42
700762,3,อาหารไม่ตรงปก,70,2024-12-02 09:55:06
700763,5,อร่อย,37,2025-02-01 11:07:42
700764,2,อาหารไม่ตรงปก,76,2025-05-22 16:44:18
700766,4,แพ็กดี,9,2024-09-27 06:21:06
700774,4,อร่อย,53,2025-01-23 19:30:06
700777,5,ไรเดอร์สุภาพ,50,2024-09-01 21:08:12
700778,5,ส่งเร็วมาก,30,2024-09-17 22:59:24
700779,5,ไรเดอร์สุภาพ,31,2024-10-26 06:56:54
700780,2,ส่งช้า,13,2024-12-07 06:28:12
700782,5,อร่อย,9,2024-10-15 21:27:30
700785,5,ส่งเร็วมาก,9,2024-11-27 17:48:30
700787,3,พอใช้,71,2024-10-31 00:25:30
700793,5,ไรเดอร์สุภาพ,27,2025-05-19 23:38:00
700794,5,ส่งเร็วมาก,22,2024-11-06 15:43:06
700796,5,อร่อย,15,2024-12-27 20:45:42
700797,5,อร่อย,28,2024-11-27 23:42:42
700798,3,พอใช้,80,2025-04-29 09:55:54
700801,3,ส่งช้า,62,2024-12-10 05:39:36
700803,4,ราคาโอเค,11,2025-04-02 17:18:24
700804,5,ส่งเร็วมาก,15,2025-01-17 22:02:36
700806,5,ส่งเร็วมาก,45,2025-01-02 22:30:30
700812,5,ส่งเร็วมาก,42,2025-05-27 13:26:48
700813,4,ส่งเร็วมาก,21,2025-04-20 15:52:42
700815,3,อาหารไม่ตรงปก,202,2024-09-01 03:53:48
700816,4,ส่งเร็วมาก,66,2024-11-24 09:01:36
700817,2,อาหารเย็นแล้ว,82,2025-04-27 15:41:42
700825,5,ไรเดอร์สุภาพ,11,2024-09-28 05:55:06
700826,5,ไรเดอร์สุภาพ,30,2025-05-25 18:45:24
700828,4,ราคาโอเค,14,2024-08-02 15:45:06
700830,3,พอใช้,73,2024-08-12 21:08:12
700832,5,แพ็กดี,53,2024-11-03 02:52:00
700837,2,ส่งช้า,167,2025-02-20 13:36:48
700841,5,ไรเดอร์สุภาพ,34,2024-12-27 11:43:18
700842,4,ส่งเร็วมาก,18,2025-05-02 17:51:00
700843,5,อร่อย,18,2025-04-27 09:23:36
700844,5,อร่อย,10,2024-08-04 19:00:36
700845,3,ราคาแพงไป,52,2025-06-22 10:24:18
700847,1,ได้ของผิด,110,2024-11-28 00:20:36
700850,5,อร่อย,37,2024-11-22 14:37:12
700852,4,ราคาโอเค,22,2024-08-06 21:09:24
700855,4,แพ็กดี,32,2025-02-28 07:39:42
700856,5,อร่อย,2,2024-09-07 15:54:24
700858,5,แพ็กดี,32,2025-04-14 17:28:30
700859,5,อร่อย,11,2025-01-21 20:25:42
700863,4,แพ็กดี,82,2024-10-23 04:05:24
700866,3,พอใช้,73,2024-10-18 14:35:54
700867,4,แพ็กดี,9,2024-08-04 08:09:36
700872,4,แพ็กดี,45,2025-06-16 21:29:36
700875,4,อร่อย,57,2025-01-05 06:32:36
700877,5,ไรเดอร์สุภาพ,6,2025-05-24 15:45:00
700882,5,แพ็กดี,8,2025-03-02 08:53:06
700883,4,อร่อย,32,2025-03-31 19:37:54
700887,5,อร่อย,26,2024-11-26 01:25:30
700889,5,ส่งเร็วมาก,23,2024-09-11 21:06:48
700896,3,ส่งช้า,55,2024-08-06 18:43:30
700897,3,ราคาแพงไป,33,2024-10-26 10:16:36
700900,4,อร่อย,31,2025-04-10 23:54:54
700901,5,อร่อย,32,2025-05-04 15:10:48
700903,5,แพ็กดี,18,2024-11-19 13:42:42
700909,3,ราคาแพงไป,49,2024-11-03 03:37:24
700913,5,อร่อย,19,2025-06-28 00:03:12
700919,4,ส่งเร็วมาก,39,2024-09-02 15:51:42
700923,3,พอใช้,39,2025-04-25 11:08:30
700928,4,ราคาโอเค,58,2024-08-11 04:26:30
700929,5,ส่งเร็วมาก,36,2025-04-04 09:12:30
700930,3,พอใช้,71,2024-09-04 19:47:06
700931,5,ไรเดอร์สุภาพ,51,2025-02-28 23:57:18
700932,5,อร่อย,46,2025-03-22 14:31:06
700935,3,ราคาแพงไป,32,2025-03-20 20:33:24
700941,4,แพ็กดี,7,2024-11-07 08:24:48
700952,4,แพ็กดี,22,2025-03-23 03:37:48
700955,4,อร่อย,68,2025-06-05 11:00:18
700956,5,ส่งเร็วมาก,54,2025-06-29 19:30:54
700959,5,อร่อย,27,2025-02-14 20:03:48
700960,5,แพ็กดี,19,2024-11-05 19:31:24
700962,3,ส่งช้า,188,2024-11-06 17:20:48
700967,5,ส่งเร็วมาก,19,2025-01-08 02:22:54
700972,4,อร่อย,98,2025-02-02 18:06:00
700973,5,แพ็กดี,43,2024-09-05 10:54:12
700978,5,ส่งเร็วมาก,23,2024-09-18 19:14:30
700982,4,แพ็กดี,10,2025-01-29 20:31:30
700985,3,ส่งช้า,27,2024-12-18 20:35:48
700992,4,แพ็กดี,95,2024-10-09 23:58:48
700996,4,ส่งเร็วมาก,14,2024-12-16 21:19:24
700998,5,แพ็กดี,28,2025-03-11 05:23:06
701007,5,ส่งเร็วมาก,18,2025-04-25 07:19:30
701010,3,พอใช้,226,2025-01-31 19:15:18
701015,4,อร่อย,62,2025-02-23 23:28:48
701020,4,อร่อย,52,2025-05-02 10:21:48
701026,2,อาหารเย็นแล้ว,400,2024-08-16 20:10:06
701028,4,ราคาโอเค,24,2025-06-17 03:52:12
701033,4,อร่อย,26,2024-10-23 09:26:42
701038,4,แพ็กดี,47,2024-08-23 08:49:30
701040,3,ส่งช้า,27,2025-03-02 10:12:24
701043,4,แพ็กดี,45,2024-10-27 16:43:24
701046,3,อาหารไม่ตรงปก,8,2024-10-14 15:31:36
701048,5,อร่อย,45,2024-11-14 13:58:36
701051,2,ส่งช้า,82,2025-02-13 21:46:48
701057,4,ราคาโอเค,44,2025-02-05 00:56:54
701068,4,ส่งเร็วมาก,38,2025-01-31 14:19:36
701069,4,ส่งเร็วมาก,8,2024-11-15 22:33:30
701070,3,พอใช้,178,2024-10-09 01:44:42
701071,5,แพ็กดี,4,2024-10-10 20:06:36
701073,5,อร่อย,25,2024-09-18 04:44:42
701076,5,ส่งเร็วมาก,18,2024-11-19 19:30:06
701079,5,อร่อย,25,2024-10-26 16:33:06
701081,3,ราคาแพงไป,95,2025-01-19 23:23:54
701083,4,อร่อย,43,2024-08-16 07:00:24
701088,4,ส่งเร็วมาก,31,2025-05-23 10:04:12
701090,1,ได้ของผิด,228,2025-02-16 22:52:12
701091,4,แพ็กดี,51,2024-08-03 22:20:18
701092,5,อร่อย,17,2025-03-11 15:20:36
701094,3,ส่งช้า,88,2025-07-03 18:44:36
701096,5,อร่อย,14,2025-03-20 11:50:30
701111,3,พอใช้,84,2024-12-05 05:27:30
701112,5,แพ็กดี,8,2024-12-15 05:03:54
701113,2,ส่งช้า,80,2024-08-27 11:20:54
701115,4,ราคาโอเค,36,2024-08-26 16:03:42
701119,5,อร่อย,7,2024-12-24 11:17:54
701123,5,อร่อย,10,2024-09-23 15:06:48
701125,5,ส่งเร็วมาก,69,2024-12-12 14:00:18
701126,4,ราคาโอเค,47,2024-08-14 02:31:54
701128,5,อร่อย,26,2025-04-07 16:51:06
701130,4,แพ็กดี,58,2024-11-16 09:21:42
701131,4,อร่อย,21,2025-05-16 13:10:24
701132,5,ส่งเร็วมาก,10,2025-01-09 23:44:42
701133,5,ส่งเร็วมาก,9,2025-01-04 07:39:30
701138,3,ส่งช้า,26,2025-04-28 08:05:48
701140,1,ส่งช้ามาก,63,2025-04-09 18:29:18
701143,5,แพ็กดี,33,2025-06-08 00:03:30
701144,4,ราคาโอเค,8,2024-09-17 20:27:30
701150,4,อร่อย,42,2025-01-23 21:19:00
701151,5,อร่อย,43,2025-06-17 16:13:24
701154,5,อร่อย,41,2025-07-04 14:53:36
701156,2,ส่งช้า,101,2024-09-19 01:16:54
701157,3,ราคาแพงไป,120,2025-02-12 00:37:42
701160,4,อร่อย,12,2025-07-12 13:22:12
701161,4,แพ็กดี,66,2024-09-21 06:42:12
701165,5,อร่อย,12,2025-05-08 09:03:12
701167,5,อร่อย,60,2024-09-24 04:06:18
701171,5,อร่อย,14,2024-09-27 16:59:18
701173,5,ส่งเร็วมาก,33,2025-01-22 14:48:42
701177,5,ส่งเร็วมาก,10,2024-09-05 11:31:18
701183,5,ส่งเร็วมาก,71,2024-08-27 07:24:42
701184,4,ส่งเร็วมาก,50,2024-08-18 23:20:54
701189,3,อาหารไม่ตรงปก,75,2024-08-29 10:22:18
701193,5,อร่อย,45,2024-10-25 11:14:42
701194,4,ส่งเร็วมาก,55,2024-10-20 11:41:30
701198,5,ส่งเร็วมาก,25,2025-01-09 15:31:42
701203,5,ส่งเร็วมาก,26,2025-07-09 22:43:30
701204,4,แพ็กดี,75,2025-03-25 08:17:12
701207,4,แพ็กดี,16,2024-11-28 13:16:42
701211,5,ส่งเร็วมาก,8,2024-12-18 05:48:42
701212,4,อร่อย,6,2025-06-14 22:04:36
701213,3,ส่งช้า,133,2025-03-16 00:02:42
701215,3,ส่งช้า,26,2024-10-09 08:24:06
701216,5,ไรเดอร์สุภาพ,80,2024-11-24 02:23:42
701218,5,อร่อย,33,2025-04-09 16:09:24
701219,2,อาหารไม่ตรงปก,69,2024-08-27 09:07:06
701220,4,อร่อย,10,2025-02-23 11:45:18
701223,5,ส่งเร็วมาก,17,2025-01-21 22:29:24
701226,3,พอใช้,48,2024-10-01 22:27:24
701234,5,ไรเดอร์สุภาพ,61,2025-01-24 21:56:24
701236,5,ส่งเร็วมาก,13,2025-07-13 01:49:54
701243,4,แพ็กดี,35,2024-09-16 17:33:06
701244,5,ส่งเร็วมาก,6,2025-01-15 18:13:18
701251,4,แพ็กดี,23,2024-12-16 11:18:54
701253,5,ส่งเร็วมาก,17,2025-04-11 03:47:30
701259,5,ไรเดอร์สุภาพ,39,2024-10-15 22:54:54
701268,4,ส่งเร็วมาก,50,2025-04-14 18:03:30
701269,5,ไรเดอร์สุภาพ,25,2024-09-15 09:41:42
701273,3,พอใช้,29,2025-02-22 01:10:42
701285,5,ส่งเร็วมาก,26,2024-11-01 00:38:54
701286,5,อร่อย,19,2025-07-12 19:04:36
701288,3,พอใช้,152,2024-12-12 13:43:36
701290,5,ส่งเร็วมาก,17,2025-04-29 18:23:24
701300,4,แพ็กดี,119,2025-07-10 21:34:00
701303,4,ส่งเร็วมาก,75,2025-05-18 07:14:30
701304,3,อาหารไม่ตรงปก,70,2025-02-18 08:53:48
701309,4,แพ็กดี,73,2024-11-20 07:47:36
701311,4,อร่อย,40,2025-01-25 07:52:42
701313,3,พอใช้,32,2024-08-02 20:11:54
701314,5,ไรเดอร์สุภาพ,16,2024-10-30 16:04:30
701315,4,ราคาโอเค,60,2024-08-15 14:14:00
701316,5,อร่อย,11,2024-12-17 03:29:12
701320,3,อาหารไม่ตรงปก,225,2025-01-23 15:57:42
701329,1,ส่งช้ามาก,163,2025-04-09 22:12:06
701334,4,ส่งเร็วมาก,40,2024-12-20 15:29:00
701342,5,ไรเดอร์สุภาพ,26,2024-12-05 05:38:36
701343,4,แพ็กดี,63,2025-04-21 01:54:36
701344,5,ไรเดอร์สุภาพ,51,2025-04-22 13:40:30
701347,5,แพ็กดี,3,2024-08-09 23:18:42
701349,5,อร่อย,48,2024-09-30 13:12:24
701354,2,อาหารเย็นแล้ว,147,2025-01-04 12:10:18
701355,5,ส่งเร็วมาก,9,2025-02-27 16:21:12
701363,3,ราคาแพงไป,67,2025-04-30 10:54:12
701364,4,อร่อย,36,2024-12-10 03:33:42
701368,3,อาหารไม่ตรงปก,43,2025-07-10 08:29:24
701369,4,อร่อย,30,2025-02-26 20:37:18
701372,5,อร่อย,3,2024-08-12 00:52:24
701378,4,อร่อย,61,2024-11-17 19:23:30
701380,3,พอใช้,30,2025-05-07 20:47:54
701382,5,อร่อย,15,2025-02-11 21:18:30
701383,2,ส่งช้า,89,2025-04-20 04:17:06
701384,5,ไรเดอร์สุภาพ,71,2025-04-26 06:42:06
701385,5,อร่อย,7,2025-04-04 20:20:06
701387,2,อาหารเย็นแล้ว,39,2024-08-25 15:33:42
701389,4,ส่งเร็วมาก,28,2025-03-12 10:12:06
701391,5,แพ็กดี,21,2025-01-18 18:31:06
701399,4,อร่อย,20,2025-02-28 04:10:36
701400,5,อร่อย,70,2025-01-03 09:34:30
701401,4,ราคาโอเค,26,2025-05-29 09:29:42
701403,5,อร่อย,12,2024-09-25 23:05:18
701408,5,ส่งเร็วมาก,24,2025-05-29 05:51:54
701409,3,ส่งช้า,35,2025-04-06 11:04:30
701421,5,อร่อย,16,2025-02-23 11:09:06
701422,5,ส่งเร็วมาก,7,2024-11-06 05:46:00
701425,5,ส่งเร็วมาก,20,2025-05-15 22:26:54
701431,4,แพ็กดี,85,2024-12-08 06:31:12
701433,5,แพ็กดี,23,2024-08-08 15:44:18
701436,4,อร่อย,5,2025-01-12 06:08:18
701439,4,อร่อย,36,2024-11-09 04:23:42
701440,5,ส่งเร็วมาก,8,2024-11-22 21:14:30
701441,4,ราคาโอเค,17,2025-04-05 06:07:36
701442,3,ส่งช้า,45,2025-03-21 11:00:42
701443,5,อร่อย,13,2025-05-07 10:30:18
701448,2,อาหารเย็นแล้ว,72,2024-10-25 22:36:18
701454,4,อร่อย,17,2024-11-06 14:15:18
701459,3,พอใช้,26,2025-01-22 10:28:42
701460,2,ส่งช้า,188,2024-12-09 20:14:12
